Package name	Version	sample_name	sample_title	description	organism	taxonomy_id	bioproject_id	locus_tag_prefix	strain	isolate	breed	cultivar	ecotype	isolation_source	host	lab_host	age	dev_stage	tissue	sex	biomaterial_provider	sample_type	collection_date	geo_loc_name	lat_lon	env_broad_scale	env_local_scale	env_medium	depth	elev	altitude	isol_growth_condt	propagation	ref_biomaterial	num_replicons	collected_by	host_disease	metagenome_source	derived_from	abs_air_humidity	air_temp	build_occup_type	building_setting	carb_dioxide	filter_type	heat_cool_type	indoor_space	light_type	occup_samp	occupant_dens_samp	organism_count	rel_air_humidity	space_typ_state	typ_occupant_dens	ventilation_type	source_uvig	virus_enrich_appr	beta_lactamase_family	carbapenemase	edta_inhibitor_tested	ww_population	ww_sample_duration	ww_sample_matrix	ww_sample_type	ww_surv_target_1	ww_surv_target_1_known_present	biological_replicate	antibody	add_recov_method	additional_info	address	adj_room	adjacent_environment	aero_struc	affection_status	agrochem_addition	air_flow_impede	air_pm_concen	air_temp_regm	al_sat	al_sat_meth	alkalinity	alkalinity_method	alkyl_diethers	aminopept_act	ammonium	amniotic_fluid_color	amount_light	analyte_type	anamorph	ances_data	anim_water_method	animal_am_dur	animal_am_freq	animal_am_route	animal_am_use	animal_body_cond	animal_diet	animal_feed_equip	animal_intrusion	animal_sex	annual_precpt	annual_season_precpt	annual_season_temp	annual_temp	antibiotic_regm	antiviral_treatment_agent	api	arch_struc	area_samp_size	aromatics_pc	asphaltenes_pc	association_duration	atmospheric_data	authority	avg_dew_point	avg_occup	avg_temp	bac_prod	bac_resp	bacteria_carb_prod	bacterial_density	barometric_press	basin_name	bathroom_count	bedroom_count	benzene	bio_material	biochem_oxygen_dem	biocide_admin	biocide_admin_method	biocide_used	biol_stat	biomass	biotic_regm	biotic_relationship	biovar	birth_control	birth_date	birth_location	bishomohopanol	blood_blood_disord	blood_press_diast	blood_press_syst	body_habitat	body_mass_index	body_product	breeding_history	breeding_method	bromide	build_docs	built_struc_age	built_struc_set	built_struc_type	calcium	carb_monoxide	carb_nitro_ratio	ceil_area	ceil_cond	ceil_finish_mat	ceil_struc	ceil_texture	ceil_thermal_mass	ceil_type	ceil_water_mold	cell_line	cell_subtype	cell_type	chem_administration	chem_mutagen	chem_oxygen_dem	chem_treat_method	chem_treatment	child_of	chloride	chlorophyll	climate_environment	clone	clone_lib	coll_site_geo_feat	collection_device	collection_method	component_organism	conduc	cons_food_stor_dur	cons_food_stor_temp	cons_purch_date	cons_qty_purchased	cool_syst_id	crop_rotation	crop_yield	cult_isol_date	cult_result	cult_result_org	cult_root_med	cult_target	culture_collection	cur_land_use	cur_vegetation	cur_vegetation_meth	date_extr_weath	date_last_rain	date_of_prior_antiviral_treat	date_of_prior_sars_cov_2_infection	date_of_sars_cov_2_vaccination	death_date	density	depos_env	dermatology_disord	dew_point	diet_last_six_month	dietary_claim_use	diether_lipids	disease	disease_stage	diss_carb_dioxide	diss_hydrogen	diss_inorg_carb	diss_inorg_nitro	diss_inorg_phosp	diss_iron	diss_org_carb	diss_org_nitro	diss_oxygen	diss_oxygen_fluid	dominant_hand	door_comp_type	door_cond	door_direct	door_loc	door_mat	door_move	door_size	door_type	door_type_metal	door_type_wood	door_water_mold	douche	down_par	drainage_class	drawings	drug_usage	dry_mass	efficiency_percent	elevator	emulsions	encoded_traits	enrichment_protocol	env_monitoring_zone	env_package	escalator	estimated_size	ethnicity	ethylbenzene	exp_duct	exp_pipe	experimental_factor	exposure_event	ext_door	ext_wall_orient	ext_window_orient	extr_weather_event	extrachrom_elements	extreme_event	extreme_salinity	facility_type	family_id	family_relationship	fao_class	farm_equip	farm_equip_san	farm_equip_san_freq	farm_equip_shared	farm_water_source	ferm_chem_add	ferm_chem_add_perc	ferm_headspace_oxy	ferm_medium	ferm_ph	ferm_rel_humidity	ferm_temp	ferm_time	ferm_vessel	fertilizer_admin	fertilizer_date	fertilizer_regm	field	fire	fireplace_type	flooding	floor_age	floor_area	floor_cond	floor_count	floor_finish_mat	floor_struc	floor_thermal_mass	floor_water_mold	fluor	foetal_health_stat	food_additive	food_allergen_label	food_clean_proc	food_contact_surf	food_contain_wrap	food_cooking_proc	food_dis_point	food_dis_point_city	food_harvest_proc	food_ingredient	food_name_status	food_origin	food_pack_capacity	food_pack_integrity	food_pack_medium	food_preserv_proc	food_prior_contact	food_prod_char	food_prod_synonym	food_product_qual	food_product_type	food_quality_date	food_source	food_source_age	food_trace_list	food_trav_mode	food_trav_vehic	food_treat_proc	forma	forma_specialis	freq_clean	freq_cook	fungicide_regm	furniture	gaseous_environment	gaseous_substances	gastrointest_disord	gender_restroom	genetic_modification	genotype	geo_loc_exposure	gestation_state	gisaid_accession	gisaid_virus_name	glucosidase_act	gravidity	gravity	growth_facil	growth_habit	growth_hormone_regm	growth_medium	growth_protocol	gynecologic_disord	haccp_term	hall_count	handidness	haplotype	hc_produced	hcr	hcr_fw_salinity	hcr_geol_age	hcr_pressure	hcr_temp	health_state	heat_deliv_loc	heat_sys_deliv_meth	heat_system_id	heavy_metals	heavy_metals_meth	height_carper_fiber	height_or_length	herbicide_regm	histological_type	hiv_stat	horizon_meth	host_age	host_am	host_anatomical_material	host_anatomical_part	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_mass_index	host_body_product	host_body_temp	host_cellular_loc	host_color	host_common_name	host_dependence	host_description	host_diet	host_disease_outcome	host_disease_stage	host_dry_mass	host_family_relationship	host_genotype	host_group_size	host_growth_cond	host_health_state	host_height	host_hiv_stat	host_housing	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_number	host_occupation	host_of_host_coinf	host_of_host_disease	host_of_host_env_loc	host_of_host_env_med	host_of_host_fam_rel	host_of_host_geno	host_of_host_gravid	host_of_host_infname	host_of_host_infrank	host_of_host_name	host_of_host_pheno	host_of_host_sub_id	host_of_host_taxid	host_of_host_totmass	host_phenotype	host_pulse	host_recent_travel_loc	host_recent_travel_return_date	host_sex	host_shape	host_specificity	host_specimen_voucher	host_subject_id	host_subspecf_genlin	host_substrate	host_symbiont	host_taxid	host_tissue_sampled	host_tot_mass	host_wet_mass	hrt	humidity	humidity_regm	hygienic_area	hysterectomy	identified_by	ifsac_category	ihmc_medication_code	indoor_surf	indust_eff_percent	infection	infra_specific_name	infra_specific_rank	inorg_particles	inside_lux	int_wall_cond	intended_consumer	investigation_type	is_tumor	isolate_name_alias	iw_bt_date_well	iwf	karyotype	kidney_disord	label	last_clean	last_meal	life_stage	light_intensity	light_regm	link_addit_analys	link_class_info	link_climate_info	lithology	liver_disord	local_class	local_class_meth	lot_number	magnesium	maternal_health_stat	mating_type	max_occup	mean_frict_vel	mean_peak_frict_vel	mech_struc	mechanical_damage	medic_hist_perform	menarche	menopause	methane	microb_cult_med	microb_start	microb_start_count	microb_start_inoc	microb_start_prep	microb_start_source	microb_start_taxid	microbial_biomass	microbial_biomass_meth	mineral_nutr_regm	misc_param	mode_transmission	molecular_data_type	morphology	n_alkanes	narms_isolate_number	neg_cont_type	nitrate	nitrite	nitro	non_mineral_nutr_regm	nose_mouth_teeth_throat_disord	nose_throat_disord	num_samp_collect	number_pets	number_plants	number_resident	occup_document	occupation	omics_observ_id	org_carb	org_count_qpcr_info	org_matter	org_nitro	org_particles	orgmod_note	outbreak	owc_tvdss	oxy_stat_samp	oxygen	part_org_carb	part_org_nitro	part_plant_animal	particle_class	passage_history	passage_method	passage_number	pathogenicity	pathotype	pathovar	permeability	perturbation	pesticide_regm	pet_farm_animal	petroleum_hydrocarb	ph	ph_meth	ph_regm	phaeopigments	phenotype	phosphate	phosplipid_fatt_acid	photon_flux	photosynt_activ	photosynt_activ_meth	plant_body_site	plant_growth_med	plant_part_maturity	plant_product	plant_reprod_crop	plant_sex	plant_struc	plant_water_method	ploidy	pollutants	pool_dna_extracts	population	population_description	porosity	pos_cont_type	potassium	pour_point	pre_treatment	pregnancy	pres_animal_insect	pressure	previous_land_use	previous_land_use_meth	primary_prod	primary_treatment	prior_sars_cov_2_antiviral_treat	prior_sars_cov_2_infection	prior_sars_cov_2_vaccination	prod_label_claims	prod_rate	prod_start_date	profile_position	project_name	pulmonary_disord	pulse	purpose_of_sampling	purpose_of_sequencing	purpose_of_ww_sampling	purpose_of_ww_sequencing	quad_pos	race	radiation_regm	rainfall_regm	reactor_type	redox_potential	reference_material	rel_humidity_out	rel_location	rel_samp_loc	rel_to_oxygen	repository	reservoir_name	resins_pc	resp_part_matter	risk_group	room_air_exch_rate	room_architec_elem	room_condt	room_connected	room_count	room_dim	room_door_dist	room_door_share	room_hallway	room_loc	room_moist_dam_hist	room_net_area	room_occup	room_samp_pos	room_type	room_vol	room_wall_share	room_window_count	root_cond	root_med_carbon	root_med_macronutr	root_med_micronutr	root_med_ph	root_med_regl	root_med_solid	root_med_suppl	route_transmission	salinity	salinity_meth	salt_regm	same_as	samp_capt_status	samp_collect_device	samp_collect_method	samp_collect_point	samp_dis_stage	samp_floor	samp_loc_condition	samp_loc_corr_rate	samp_mat_process	samp_mat_type	samp_md	samp_pooling	samp_preserv	samp_rep_biol	samp_rep_tech	samp_room_id	samp_salinity	samp_size	samp_sort_meth	samp_source_mat_cat	samp_stor_device	samp_stor_media	samp_store_dur	samp_store_loc	samp_store_sol	samp_store_temp	samp_subtype	samp_surf_moisture	samp_time_out	samp_transport_cond	samp_transport_cont	samp_transport_dur	samp_transport_temp	samp_tvdss	samp_vol_we_dna_ext	samp_weather	samp_well_name	sars_cov_2_diag_gene_name_1	sars_cov_2_diag_gene_name_2	sars_cov_2_diag_pcr_ct_value_1	sars_cov_2_diag_pcr_ct_value_2	saturates_pc	season	season_environment	season_humidity	season_precpt	season_temp	season_use	secondary_treatment	sediment_type	sequenced_by	serogroup	serotype	serovar	serovar_or_serotype	sewage_type	sexual_act	shad_dev_water_mold	shading_device_cond	shading_device_loc	shading_device_mat	shading_device_type	sieving	silicate	size_frac	size_frac_low	size_frac_up	slope_aspect	slope_gradient	sludge_retent_time	smoker	sodium	soil_conductivity	soil_cover	soil_depth	soil_horizon	soil_ph	soil_porosity	soil_temp	soil_text_measure	soil_texture_class	soil_texture_meth	soil_type	soil_type_meth	solar_irradiance	soluble_inorg_mat	soluble_org_mat	soluble_react_phosp	source_material_id	source_name	special_diet	specific	specific_humidity	specimen_voucher	spikein_amr	spikein_antibiotic	spikein_count	spikein_growth_med	spikein_metal	spikein_org	spikein_serovar	spikein_strain	sr_dep_env	sr_geol_age	sr_kerog_type	sr_lithology	standing_water_regm	ster_meth_samp_room	store_cond	stress	stud_book_number	study_complt_stat	study_design	study_inc_dur	study_inc_temp	study_timecourse	study_tmnt	sub_species	subclone	subgroup	subject_is_affected	subspecf_gen_lin	subsrc_note	substrain	substrate	substructure_type	subtype	sulfate	sulfate_fw	sulfide	super_population_code	super_population_description	surf_air_cont	surf_humidity	surf_material	surf_moisture	surf_moisture_ph	surf_temp	suspend_part_matter	suspend_solids	sym_life_cycle_type	symbiont_host_role	tan	teleomorph	temp	temp_out	tertiary_treatment	tidal_stage	tillage	time	time_last_toothbrush	time_since_last_wash	timepoint	tiss_cult_growth_med	tissue_lib	toluene	tot_carb	tot_depth_water_col	tot_diss_nitro	tot_inorg_nitro	tot_iron	tot_mass	tot_n_meth	tot_nitro	tot_nitro_cont_meth	tot_org_c_meth	tot_org_carb	tot_part_carb	tot_phosp	tot_phosphate	tot_sulfur	train_line	train_stat_loc	train_stop_loc	travel_out_six_month	treatment	trophic_level	turbidity	tvdss_of_hcr_press	tvdss_of_hcr_temp	twin_sibling	type_of_symbiosis	type_status	type_strain	urine_collect_meth	urogenit_disord	urogenit_tract_disor	vaccine_received	variety	ventilation_rate	vfa	vfa_fw	virus_isolate_of_prior_infection	vis_media	viscosity	volatile_org_comp	wall_area	wall_const_type	wall_finish_mat	wall_height	wall_loc	wall_surf_treatment	wall_texture	wall_thermal_mass	wall_water_mold	wastewater_type	water_content	water_content_soil	water_content_soil_meth	water_current	water_cut	water_feat_size	water_feat_type	water_frequency	water_ph	water_prod_rate	water_source_adjac	water_source_shared	water_temp_regm	watering_regm	weekday	weight_loss_3_month	wet_mass	win	wind_direction	wind_speed	window_cond	window_cover	window_horiz_pos	window_loc	window_mat	window_open_freq	window_size	window_status	window_type	window_vert_pos	window_water_mold	ww_endog_control_1	ww_endog_control_1_conc	ww_endog_control_1_protocol	ww_endog_control_1_units	ww_endog_control_2	ww_endog_control_2_conc	ww_endog_control_2_protocol	ww_endog_control_2_units	ww_flow	ww_industrial_effluent_percent	ww_ph	ww_population_source	ww_pre_treatment	ww_primary_sludge_retention_time	ww_processing_protocol	ww_sample_salinity	ww_sample_site	ww_surv_jurisdiction	ww_surv_system_sample_id	ww_surv_target_1_conc	ww_surv_target_1_conc_unit	ww_surv_target_1_extract	ww_surv_target_1_extract_unit	ww_surv_target_1_gene	ww_surv_target_1_protocol	ww_surv_target_2	ww_surv_target_2_conc	ww_surv_target_2_conc_unit	ww_surv_target_2_extract	ww_surv_target_2_extract_unit	ww_surv_target_2_gene	ww_surv_target_2_known_present	ww_surv_target_2_protocol	ww_temperature	ww_total_suspended_solids	xylene
Generic	1.1	M	M	O	M	O	O	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	M	M	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SARS-CoV-2.cl	1.0	M	M	O	M	O	O	O:N	-	M	-	-	-	M	M	-	-	-	-	-	-	-	M	M	O	-	-	-	-	-	-	-	-	-	-	M	M	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	O	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	O	O	-	-	-	-	O	-	-	-	-	-	-	-	O	-	-	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	O	-	-	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	O	-	-	-	-	-	-	-	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	O	O	-	-	-	-	-	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SARS-CoV-2.wwsurv	1.0	M	M	O	M	O	O	O:N	-	-	-	-	-	M	-	-	-	-	-	-	-	-	M	M	-	-	-	-	-	-	-	-	-	-	-	O	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	M	M	M	M	M	M	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-:N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	-
